Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
commons-lang,org.apache.commons.lang3,StringUtilsTest,testAbbreviate_StringInt,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
commons-lang,org.apache.commons.lang3,StringUtilsTest,testAbbreviate_StringIntInt,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-lang,org.apache.commons.lang3,StringUtilsTest,testAbbreviate_StringStringInt,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
commons-lang,org.apache.commons.lang3,StringUtilsTest,testAbbreviate_StringStringIntInt,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3,StringUtilsTest,testAbbreviateMiddle,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
commons-lang,org.apache.commons.lang3,StringUtilsTest,testAppendIfMissing,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-lang,org.apache.commons.lang3,StringUtilsTest,testAppendIfMissingIgnoreCase,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-lang,org.apache.commons.lang3,StringUtilsTest,testCapitalize,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-lang,org.apache.commons.lang3,StringUtilsTest,testCenter_StringInt,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-lang,org.apache.commons.lang3,StringUtilsTest,testCenter_StringIntChar,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-lang,org.apache.commons.lang3,StringUtilsTest,testCenter_StringIntString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
commons-lang,org.apache.commons.lang3,StringUtilsTest,testChomp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
commons-lang,org.apache.commons.lang3,StringUtilsTest,testChomp,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.StringUtils.chomp; org.apache.commons.lang3.StringUtils.chomp
commons-lang,org.apache.commons.lang3,StringUtilsTest,testConstructor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,StringUtilsTest,testDefault_String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,StringUtilsTest,testDefault_StringString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,StringUtilsTest,testDefaultIfBlank_CharBuffers,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,StringUtilsTest,testDefaultIfBlank_StringBuffers,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,StringUtilsTest,testDefaultIfBlank_StringBuilders,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,StringUtilsTest,testDefaultIfBlank_StringString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-lang,org.apache.commons.lang3,StringUtilsTest,testGetIfBlank_StringStringSupplier,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-lang,org.apache.commons.lang3,StringUtilsTest,testGetIfBlank_StringStringSupplier,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.mutable.MutableInt.getValue; org.apache.commons.lang3.mutable.MutableInt.increment
commons-lang,org.apache.commons.lang3,StringUtilsTest,testDefaultIfEmpty_CharBuffers,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,StringUtilsTest,testDefaultIfEmpty_StringBuffers,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,StringUtilsTest,testDefaultIfEmpty_StringBuilders,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,StringUtilsTest,testDefaultIfEmpty_StringString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,StringUtilsTest,testGetIfEmpty_StringStringSupplier,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3,StringUtilsTest,testGetIfEmpty_StringStringSupplier,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.mutable.MutableInt.getValue; org.apache.commons.lang3.mutable.MutableInt.increment
commons-lang,org.apache.commons.lang3,StringUtilsTest,testDeleteWhitespace_String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3,StringUtilsTest,testDifference_StringString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3,StringUtilsTest,testDifferenceAt_StringArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
